index,Unnamed: 0,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userLocation,SumRetweetFavorite,is Noise,pos_count,PRetweetFavoriteWeight,neg_count,NRetweetFavoriteWeight,sentiment,clean text,tokens,KeyWords,saudiLocations,reqKeywords,sentiment_codes,translated_keywords
126,62,1510397933497339911,RT @nazaha_gov_sa: معالي رئيس #هيئة_الرقابة_ومكافحة_الفساد يهنئ القيادة الرشيدة بمناسبة حلول شهر #رمضان المبارك. https://t.co/ov1CEPY1y0,113,0,Twitter for iPhone,2022-04-02 23:25:03+00:00,568252809,Khalidalnasser4,Khalid  aziz,2012-05-01 12:43:44+00:00,,السعودية,113,ok,3,339,1,113,Positive,معالي رئيس هيئه الرقابه ومكافحه الفساد يهنئ القياده الرشيده بمناسبه حلول شهر رمضان المبارك,"['معالي', 'رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يهنئ', 'القياده', 'الرشيده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك']","معالي, رئيس, هيئه, الرقابه, ومكافحه, الفساد, يهنئ, القياده, الرشيده, بمناسبه, حلول, شهر, رمضان, المبارك",السعودية,Corruption,1,"HE, president, body, control, fight, corruption, congratulations, leadership, rational, on, Solution, month, Ramadan, blessed"
122,58,1510425099198992384,"RT @alibinnajdi: #هيئة_الرقابة_ومكافحة_الفساد
شوفوا شغلكم لاهنتوا 
الموقع : مركز تبالة بمحافظة بيشة https://t.co/BfmB1nzJGZ",2,0,Twitter for iPhone,2022-04-03 01:13:00+00:00,3994777186,ffhh4849,"alshamrani,ًابوخالد (D.S.J)",2015-10-19 13:23:01+00:00,احب الحق واكره الباطل,المملكة العربية السعودية,2,ok,0,0,0,0,Neutral,هيئه الرقابه ومكافحه الفساد شوفوا شغلكم لاهنتوا الموقع مركز تباله بمحافظه بيشه,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'شوفوا', 'شغلكم', 'لاهنتوا', 'الموقع', 'مركز', 'تباله', 'بمحافظه', 'بيشه']","هيئه, الرقابه, ومكافحه, الفساد, شوفوا, شغلكم, لاهنتوا, الموقع, مركز, تباله, بمحافظه, بيشه",لمملكة العربية السعودية,Corruption,0,"His body, control, fight, corruption, show, your work, Lahntawa, Location, Location, Center,"
120,56,1510475194942562308,RT @nazaha_gov_sa: معالي رئيس #هيئة_الرقابة_ومكافحة_الفساد يهنئ القيادة الرشيدة بمناسبة حلول شهر #رمضان المبارك. https://t.co/ov1CEPY1y0,113,0,Integromat,2022-04-03 04:32:04+00:00,1453429311579598850,KSAbusinesseye,عين التاجر,2021-10-27 18:32:48+00:00,‏نتابع عنك ٢٣١ حساب لوزارات وهيئات حكومية ونرتوتها لك في حساب واحد ..   الخبر لحظة بلحظة والقادم اكثر,saudi Arabia,113,ok,3,339,1,113,Positive,معالي رئيس هيئه الرقابه ومكافحه الفساد يهنئ القياده الرشيده بمناسبه حلول شهر رمضان المبارك,"['معالي', 'رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يهنئ', 'القياده', 'الرشيده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك']","معالي, رئيس, هيئه, الرقابه, ومكافحه, الفساد, يهنئ, القياده, الرشيده, بمناسبه, حلول, شهر, رمضان, المبارك",Saudi Arabi,Corruption,1,"HE, president, body, control, fight, corruption, congratulations, leadership, rational, on, Solution, month, Ramadan, blessed"
121,57,1510475193722023936,RT @nazaha_gov_sa: #هيئة_الرقابة_ومكافحة_الفساد تهنئكم بحلول شهر #رمضان المبارك. https://t.co/ou5ltTd6EB,52,0,Integromat,2022-04-03 04:32:04+00:00,1453429311579598850,KSAbusinesseye,عين التاجر,2021-10-27 18:32:48+00:00,‏نتابع عنك ٢٣١ حساب لوزارات وهيئات حكومية ونرتوتها لك في حساب واحد ..   الخبر لحظة بلحظة والقادم اكثر,saudi Arabia,52,ok,3,156,1,52,Positive,هيئه الرقابه ومكافحه الفساد تهنئكم بحلول شهر رمضان المبارك,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'تهنئكم', 'بحلول', 'شهر', 'رمضان', 'المبارك']","هيئه, الرقابه, ومكافحه, الفساد, تهنئكم, بحلول, شهر, رمضان, المبارك",Saudi Arabi,Corruption,1,"His body, control, fight, corruption, congratulations, by, month, Ramadan, blessed"
119,55,1510493859574386688,RT @nazaha_gov_sa: #هيئة_الرقابة_ومكافحة_الفساد تباشر عدداً من القضايا الجنائية والإدارية خلال شهر شعبان 1443 هـ https://t.co/aQtkQZrMGv,466,0,Twitter for iPhone,2022-04-03 05:46:14+00:00,709668516773945344,DrBandarAljaid,د.بندر الجعيد|Bandar,2016-03-15 09:12:14+00:00,أكاديمي @kauweb وإعلامي | مهتم في الشأن الاقتصادي (حساب شخصي),Jeddah,466,ok,1,466,0,0,Positive,هيئه الرقابه ومكافحه الفساد تباشر عدداً من القضايا الجنائيه والاداريه خلال شهر شعبان,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'تباشر', 'عددا', 'من', 'القضايا', 'الجنائيه', 'والاداريه', 'خلال', 'شهر', 'شعبان']","هيئه, الرقابه, ومكافحه, الفساد, تباشر, عددا, القضايا, الجنائيه, والاداريه, شهر, شعبان",jeddah,Corruption,1,"Creates, control, fight, corruption, beginning, number, issues, criminal, administrative, month, Shaaban"
117,53,1510580952669601802,RT @Ruh_Rd: #هيئة_الرقابة_ومكافحة_الفساد تباشر عدداً من القضايا الجنائية والإدارية خلال شهر شعبان https://t.co/6cSLXP6geF,5,0,Twitter for iPhone,2022-04-03 11:32:19+00:00,1480956559966588929,kholuod1122,خلودkholuod1122مقيده منشن,2022-01-11 17:35:50+00:00,اللهم أرني عجائب قدرتك في تيسير أموري,"الرياض, المملكة العربية السعود",5,ok,0,0,0,0,Neutral,هيئه الرقابه ومكافحه الفساد تباشر عدداً من القضايا الجنائيه والاداريه خلال شهر شعبان,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'تباشر', 'عددا', 'من', 'القضايا', 'الجنائيه', 'والاداريه', 'خلال', 'شهر', 'شعبان']","هيئه, الرقابه, ومكافحه, الفساد, تباشر, عددا, القضايا, الجنائيه, والاداريه, شهر, شعبان",المملكة العربية,Corruption,0,"Creates, control, fight, corruption, beginning, number, issues, criminal, administrative, month, Shaaban"
114,50,1510617652846383106,"نصاب محتال
#هيئة_الرقابة_ومكافحة_الفساد https://t.co/Fby7UYsD7H",0,0,Twitter for Android,2022-04-03 13:58:09+00:00,1492840580631740416,abw7tlal,ابو طلال,2022-02-13 12:38:37+00:00,,المملكة العربية السعودية,0,ok,0,0,0,0,Neutral,نصاب محتال هيئه الرقابه ومكافحه الفساد,"['نصاب', 'محتال', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد']","نصاب, محتال, هيئه, الرقابه, ومكافحه, الفساد",لمملكة العربية السعودية,Corruption,0,"Month, fraud, struggle, control, fight, corruption"
113,49,1510703642210353155,"نصاب محتال،
#هيئة_الرقابة_ومكافحة_الفساد https://t.co/NFk5XpQkQh",0,0,Twitter for Android,2022-04-03 19:39:50+00:00,1492840580631740416,abw7tlal,ابو طلال,2022-02-13 12:38:37+00:00,,المملكة العربية السعودية,0,ok,0,0,0,0,Neutral,نصاب محتال هيئه الرقابه ومكافحه الفساد,"['نصاب', 'محتال', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد']","نصاب, محتال, هيئه, الرقابه, ومكافحه, الفساد",لمملكة العربية السعودية,Corruption,0,"Month, fraud, struggle, control, fight, corruption"
93,28,1510926680419971074,"@aborayan1423 @aborayan1424 @FahadAlJalajel 
#معالي_وزير_الصحه 
#هيئة_الرقابة_ومكافحة_الفساد 
#وزارة_الصحه٩٣٧ 
عندن… https://t.co/0B8RCFDwTh",1,2,Twitter for iPhone,2022-04-04 10:26:06+00:00,2838370999,ayeed818,عايض الودعاني,2014-10-02 19:40:04+00:00,من توكل على الله كفاه  لا تعجبن بدنيا أنت تاركها كم نالها من ملوك ثم قد ذهبوا,المملكة العربية السعودية,3,ok,1,3,0,0,Positive,معالي وزير الصحه هيئه الرقابه ومكافحه الفساد وزاره الصحه عندن,"['معالي', 'وزير', 'الصحه', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'وزاره', 'الصحه', 'عندن']","معالي, وزير, الصحه, هيئه, الرقابه, ومكافحه, الفساد, وزاره, الصحه, عندن",لمملكة العربية السعودية,Health,1,"HE, Minister, Health, His Excellency, Control, Fighter, Corruption, Ministry, Health, Aden"
3,3,1510926814553776131,"RT @ayeed818: @aborayan1423 @aborayan1424 @FahadAlJalajel 
#معالي_وزير_الصحه 
#هيئة_الرقابة_ومكافحة_الفساد 
#وزارة_الصحه٩٣٧ 
عندنا وافده بم…",1,0,Twitter for iPhone,2022-04-04 10:26:38+00:00,2838370999,ayeed818,عايض الودعاني,2014-10-02 19:40:04+00:00,من توكل على الله كفاه  لا تعجبن بدنيا أنت تاركها كم نالها من ملوك ثم قد ذهبوا,المملكة العربية السعودية,1,ok,1,1,0,0,Positive,معالي وزير الصحه هيئه الرقابه ومكافحه الفساد وزاره الصحه عندنا وافده بم,"['معالي', 'وزير', 'الصحه', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'وزاره', 'الصحه', 'عندنا', 'وافده', 'بم']","معالي, وزير, الصحه, هيئه, الرقابه, ومكافحه, الفساد, وزاره, الصحه, وافده, بم",لمملكة العربية السعودية,Health,1,"His Excellency, Minister, Health, His Excellency, Control, Fighter, Corruption, Ministry, Health, His Excellency,"
89,24,1511073961446187010,RT @smq_200: @SaudiNews50 هل يتحقق وعد سمو #ولي_العهد #محمد_بن_سلمان ونرى تطبيق هذا الوعد وملاحقة المختلسين والفاسدين الذين نهبوا مليارات م…,17,0,Twitter for Android,2022-04-04 20:11:21+00:00,2519577417,ab07fahad,دام عزك ياوطن ❤🇸🇦,2014-04-30 18:55:01+00:00,✒_رفيق درب و إسمي/ ابراهيم البديّع #الـدرعـيـــــه #ولي_العهد_الأمير_محمد_بن_سلمان,💜 🌐 💚 KSA_ALRYADH ,17,ok,0,0,1,17,Negative,هل يتحقق وعد سمو ولي العهد محمد بن سلمان ونري تطبيق هذا الوعد وملاحقه المختلسين والفاسدين الذين نهبوا مليارات,"['هل', 'يتحقق', 'وعد', 'سمو', 'ولي', 'العهد', 'محمد', 'بن', 'سلمان', 'ونري', 'تطبيق', 'هذا', 'الوعد', 'وملاحقه', 'المختلسين', 'والفاسدين', 'الذين', 'نهبوا', 'مليارات']","يتحقق, وعد, سمو, ولي, العهد, محمد, سلمان, ونري, تطبيق, الوعد, وملاحقه, المختلسين, والفاسدين, الذين, نهبوا, مليارات",💜 🌐 💚 KSA_ALRYADH,Others,-1,"Check out, promise, HH, Crown, Covenant, Mohammed, Salman, Nari, apply, promise, and prosecution, and corrupt, who looted, billions"
88,23,1511075389459865607,RT @smq_200: @SaudiNews50 هل يتحقق وعد سمو #ولي_العهد #محمد_بن_سلمان ونرى تطبيق هذا الوعد وملاحقة المختلسين والفاسدين الذين نهبوا مليارات م…,17,0,Twitter for Android,2022-04-04 20:17:01+00:00,1411612853338099713,Vip07shoog,صباح ومساء | الخير,2021-07-04 09:08:50+00:00,يقال: كل شيء يولد مع إشراقة الصباح🌻أخيكم أبراهيم البديّع,السعودية - الرياض 🇸🇦♥️🇸🇦,17,ok,0,0,1,17,Negative,هل يتحقق وعد سمو ولي العهد محمد بن سلمان ونري تطبيق هذا الوعد وملاحقه المختلسين والفاسدين الذين نهبوا مليارات,"['هل', 'يتحقق', 'وعد', 'سمو', 'ولي', 'العهد', 'محمد', 'بن', 'سلمان', 'ونري', 'تطبيق', 'هذا', 'الوعد', 'وملاحقه', 'المختلسين', 'والفاسدين', 'الذين', 'نهبوا', 'مليارات']","يتحقق, وعد, سمو, ولي, العهد, محمد, سلمان, ونري, تطبيق, الوعد, وملاحقه, المختلسين, والفاسدين, الذين, نهبوا, مليارات",السعودية - الرياض 🇸🇦♥️🇸🇦,Others,-1,"Check out, promise, HH, Crown, Covenant, Mohammed, Salman, Nari, apply, promise, and prosecution, and corrupt, who looted, billions"
87,22,1511115000781410304,"RT @byra_3: الله يعزك سيدي قلت وفعلت ياعظيم الأفعال .
#وطن_بلا_فساد #هيئة_الرقابة_ومكافحة_الفساد https://t.co/odyCcGX9A2",11,0,Twitter for Android,2022-04-04 22:54:26+00:00,1462090461317943299,byra_3,عبير العطاوي العتيبي 🇸🇦,2021-11-20 16:09:13+00:00,بكالوريوس/اخت لشعراء مشهورين اعلاميا /الحساب الثالث جديد .,المملكة العربية السعودية,11,ok,2,22,1,11,Positive,الله يعزك سيدي قلت وفعلت ياعظيم الافعال وطن بلا فساد هيئه الرقابه ومكافحه الفساد,"['الله', 'يعزك', 'سيدي', 'قلت', 'وفعلت', 'ياعظيم', 'الافعال', 'وطن', 'بلا', 'فساد', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد']","يعزك, سيدي, قلت, وفعلت, ياعظيم, الافعال, وطن, بلا, فساد, هيئه, الرقابه, ومكافحه, الفساد",لمملكة العربية السعودية,Corruption,1,"Cheers, sir, I said, I did, organize, acts, homeland, no, corruption, body, control, fight, corruption"
86,21,1511125784081145867,RT @nazaha_gov_sa: معالي رئيس #هيئة_الرقابة_ومكافحة_الفساد يهنئ القيادة الرشيدة بمناسبة حلول شهر #رمضان المبارك. https://t.co/ov1CEPY1y0,113,0,Twitter for iPhone,2022-04-04 23:37:16+00:00,368463425,alqasheesh,د. محمد القشيش,2011-09-05 17:43:49+00:00,(حساب شخصي) وكيل عمادة شؤون الطلاب للأنشطة الطلابية #جامعة_جازان ورئيس الجمعية السعودية للعلاج الطبيعي بجازان شغوف بــ #العمل_التطوعي,"Jazan, Kingdom of Saudi Arabia",113,ok,3,339,1,113,Positive,معالي رئيس هيئه الرقابه ومكافحه الفساد يهنئ القياده الرشيده بمناسبه حلول شهر رمضان المبارك,"['معالي', 'رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يهنئ', 'القياده', 'الرشيده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك']","معالي, رئيس, هيئه, الرقابه, ومكافحه, الفساد, يهنئ, القياده, الرشيده, بمناسبه, حلول, شهر, رمضان, المبارك",Jazan,Corruption,1,"HE, president, body, control, fight, corruption, congratulations, leadership, rational, on, Solution, month, Ramadan, blessed"
66,1,1511328596828336140,#هيئة_الرقابة_ومكافحة_الفساد تنظم بالتعاون مع شركائها من الجهات الحكومية والمؤسسات التعليمية خلال شهر شعبان 1443 هـ… https://t.co/izJZ4aCgZP,64,93,Twitter Web App,2022-04-05 13:03:11+00:00,522071052,nazaha_gov_sa,هيئة الرقابة ومكافحة الفساد,2012-03-12 08:24:20+00:00,الحساب الرسمي لهيئة الرقابة ومكافحة الفساد (نزاهة)، ويسعدنا تلقي استفساراتكم عبر حساب @nazaha_care، كما يمكنكم متابعة حسابنا باللغة الانجليزية @nazaha_en,المملكة العربية السعودية,157,ok,1,157,0,0,Positive,هيئه الرقابه ومكافحه الفساد تنظم بالتعاون مع شركائها من الجهات الحكوميه والموسسات التعليميه خلال شهر شعبان,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'تنظم', 'بالتعاون', 'مع', 'شركائها', 'من', 'الجهات', 'الحكوميه', 'والموسسات', 'التعليميه', 'خلال', 'شهر', 'شعبان']","هيئه, الرقابه, ومكافحه, الفساد, تنظم, بالتعاون, شركائها, الجهات, الحكوميه, والموسسات, التعليميه, شهر, شعبان",لمملكة العربية السعودية,Education,1,"His body, control, fight, corruption, organized, in cooperation, partners, agencies, government, institutions, education, month, Shaaban"
65,0,1511426667172016137,انتخاب المملكة ممثلة في #هيئة_الرقابة_ومكافحة_الفساد عضواً بمجلس الأمناء للأكاديمية الدولية لمكافحة الفساد (IACA). https://t.co/WYvv55cebS,164,219,Twitter Web App,2022-04-05 19:32:53+00:00,522071052,nazaha_gov_sa,هيئة الرقابة ومكافحة الفساد,2012-03-12 08:24:20+00:00,الحساب الرسمي لهيئة الرقابة ومكافحة الفساد (نزاهة)، ويسعدنا تلقي استفساراتكم عبر حساب @nazaha_care، كما يمكنكم متابعة حسابنا باللغة الانجليزية @nazaha_en,المملكة العربية السعودية,383,ok,0,0,0,0,Neutral,انتخاب المملكه ممثله في هيئه الرقابه ومكافحه الفساد عضواً بمجلس الامناء للاكاديميه الدوليه لمكافحه الفساد,"['انتخاب', 'المملكه', 'ممثله', 'في', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'عضوا', 'بمجلس', 'الامناء', 'للاكاديميه', 'الدوليه', 'لمكافحه', 'الفساد']","انتخاب, المملكه, ممثله, هيئه, الرقابه, ومكافحه, الفساد, عضوا, بمجلس, الامناء, للاكاديميه, الدوليه, لمكافحه, الفساد",لمملكة العربية السعودية,Corruption,0,"Election, kingdom, representative, body, control, combing, corruption, member, council, secretaries, for amademia, international, to fight, corruption"
67,2,1511432398550056963,يمثل المملكة في مجلس أمناء الأكاديمية سعادة الدكتور شاكر بن أحمد الصالح، مدير عام الإدارة العامة لتعزيز النزاهة بـ… https://t.co/3qwOXKqnsI,21,40,Twitter Web App,2022-04-05 19:55:39+00:00,522071052,nazaha_gov_sa,هيئة الرقابة ومكافحة الفساد,2012-03-12 08:24:20+00:00,الحساب الرسمي لهيئة الرقابة ومكافحة الفساد (نزاهة)، ويسعدنا تلقي استفساراتكم عبر حساب @nazaha_care، كما يمكنكم متابعة حسابنا باللغة الانجليزية @nazaha_en,المملكة العربية السعودية,61,ok,2,122,0,0,Positive,يمثل المملكه في مجلس امناء الاكاديميه سعاده الدكتور شاكر بن احمد الصالح مدير عام الاداره العامه لتعزيز النزاهه,"['يمثل', 'المملكه', 'في', 'مجلس', 'امناء', 'الاكاديميه', 'سعاده', 'الدكتور', 'شاكر', 'بن', 'احمد', 'الصالح', 'مدير', 'عام', 'الاداره', 'العامه', 'لتعزيز', 'النزاهه']","يمثل, المملكه, مجلس, امناء, الاكاديميه, سعاده, الدكتور, شاكر, احمد, الصالح, مدير, عام, الاداره, العامه, لتعزيز, النزاهه",لمملكة العربية السعودية,Others,1,"Represents, kingdom, council, secretaries, academy, happiness, Dr. Shaker, Ahmed, good, manager, general, management, general, to promote, integrity"
79,14,1511637530432655365,RT @nazaha_gov_sa: انتخاب المملكة ممثلة في #هيئة_الرقابة_ومكافحة_الفساد عضواً بمجلس الأمناء للأكاديمية الدولية لمكافحة الفساد (IACA). https…,164,0,Twitter for Android,2022-04-06 09:30:46+00:00,487817397,AAljaiedlaw,Dr. Assel Aljaied | د. أصيل الجعيد ⚖,2012-02-09 19:36:27+00:00,"مؤمن بالعمل كافر بالكسل دكتوراه في تخصص القانون الجنائي و كاتب صحفي بجريدة الوطن السعودية AlwatanSA@ حساب شخصي
للاستفسارات  Saudilegalquestions@gmail.com","الرياض, المملكة العربية السعود",164,ok,0,0,0,0,Neutral,انتخاب المملكه ممثله في هيئه الرقابه ومكافحه الفساد عضواً بمجلس الامناء للاكاديميه الدوليه لمكافحه الفساد,"['انتخاب', 'المملكه', 'ممثله', 'في', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'عضوا', 'بمجلس', 'الامناء', 'للاكاديميه', 'الدوليه', 'لمكافحه', 'الفساد']","انتخاب, المملكه, ممثله, هيئه, الرقابه, ومكافحه, الفساد, عضوا, بمجلس, الامناء, للاكاديميه, الدوليه, لمكافحه, الفساد",المملكة العربية,Corruption,0,"Election, kingdom, representative, body, control, combing, corruption, member, council, secretaries, for amademia, international, to fight, corruption"
78,13,1511644891243294720,RT @nazaha_gov_sa: انتخاب المملكة ممثلة في #هيئة_الرقابة_ومكافحة_الفساد عضواً بمجلس الأمناء للأكاديمية الدولية لمكافحة الفساد (IACA). https…,164,0,Twitter for iPhone,2022-04-06 10:00:01+00:00,719467444,mdmksa,محمد بن دخيل المالكي🇸🇦MBS 穆罕默德 爱力马立剋,2013-10-17 16:52:15+00:00,كلنا يداًواحدة معى قيادتنا سيدي امام المسلمين خادم الحرمين الشريفين الملك سلمان الحزم حفظه الله ورعاه وسيدي المجد ولي العهد الامير محمد بن سلمان العزم حفظه الله,المملكة العربية السعودية,164,ok,0,0,0,0,Neutral,انتخاب المملكه ممثله في هيئه الرقابه ومكافحه الفساد عضواً بمجلس الامناء للاكاديميه الدوليه لمكافحه الفساد,"['انتخاب', 'المملكه', 'ممثله', 'في', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'عضوا', 'بمجلس', 'الامناء', 'للاكاديميه', 'الدوليه', 'لمكافحه', 'الفساد']","انتخاب, المملكه, ممثله, هيئه, الرقابه, ومكافحه, الفساد, عضوا, بمجلس, الامناء, للاكاديميه, الدوليه, لمكافحه, الفساد",لمملكة العربية السعودية,Corruption,0,"Election, kingdom, representative, body, control, combing, corruption, member, council, secretaries, for amademia, international, to fight, corruption"
77,12,1511644920775430146,RT @nazaha_gov_sa: يمثل المملكة في مجلس أمناء الأكاديمية سعادة الدكتور شاكر بن أحمد الصالح، مدير عام الإدارة العامة لتعزيز النزاهة بـ #هيئة…,21,0,Twitter for iPhone,2022-04-06 10:00:08+00:00,719467444,mdmksa,محمد بن دخيل المالكي🇸🇦MBS 穆罕默德 爱力马立剋,2013-10-17 16:52:15+00:00,كلنا يداًواحدة معى قيادتنا سيدي امام المسلمين خادم الحرمين الشريفين الملك سلمان الحزم حفظه الله ورعاه وسيدي المجد ولي العهد الامير محمد بن سلمان العزم حفظه الله,المملكة العربية السعودية,21,ok,1,21,0,0,Positive,يمثل المملكه في مجلس امناء الاكاديميه سعاده الدكتور شاكر بن احمد الصالح مدير عام الاداره العامه لتعزيز النزاهه هيئه,"['يمثل', 'المملكه', 'في', 'مجلس', 'امناء', 'الاكاديميه', 'سعاده', 'الدكتور', 'شاكر', 'بن', 'احمد', 'الصالح', 'مدير', 'عام', 'الاداره', 'العامه', 'لتعزيز', 'النزاهه', 'هيئه']","يمثل, المملكه, مجلس, امناء, الاكاديميه, سعاده, الدكتور, شاكر, احمد, الصالح, مدير, عام, الاداره, العامه, لتعزيز, النزاهه, هيئه",لمملكة العربية السعودية,Others,1,"Represents, kingdom, council, secretaries, academy, happiness, Dr. Shaker, Ahmed, good, manager, general, management, public, to promote, integrity, integrity"
76,11,1511644991193600011,RT @nazaha_gov_sa: #هيئة_الرقابة_ومكافحة_الفساد تنظم بالتعاون مع شركائها من الجهات الحكومية والمؤسسات التعليمية خلال شهر شعبان 1443 هـ، عدد…,64,0,Twitter for iPhone,2022-04-06 10:00:25+00:00,719467444,mdmksa,محمد بن دخيل المالكي🇸🇦MBS 穆罕默德 爱力马立剋,2013-10-17 16:52:15+00:00,كلنا يداًواحدة معى قيادتنا سيدي امام المسلمين خادم الحرمين الشريفين الملك سلمان الحزم حفظه الله ورعاه وسيدي المجد ولي العهد الامير محمد بن سلمان العزم حفظه الله,المملكة العربية السعودية,64,ok,1,64,0,0,Positive,هيئه الرقابه ومكافحه الفساد تنظم بالتعاون مع شركائها من الجهات الحكوميه والموسسات التعليميه خلال شهر شعبان عدد,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'تنظم', 'بالتعاون', 'مع', 'شركائها', 'من', 'الجهات', 'الحكوميه', 'والموسسات', 'التعليميه', 'خلال', 'شهر', 'شعبان', 'عدد']","هيئه, الرقابه, ومكافحه, الفساد, تنظم, بالتعاون, شركائها, الجهات, الحكوميه, والموسسات, التعليميه, شهر, شعبان, عدد",لمملكة العربية السعودية,Education,1,"Creates, control, fight, corruption, organizing, in cooperation, partners, agencies, government, institutions, educational, month, Shaaban, number"
73,8,1511673288010960898,RT @nazaha_gov_sa: انتخاب المملكة ممثلة في #هيئة_الرقابة_ومكافحة_الفساد عضواً بمجلس الأمناء للأكاديمية الدولية لمكافحة الفساد (IACA). https…,164,0,Twitter for iPhone,2022-04-06 11:52:52+00:00,928717896917938177,umshehana10,ام شيهانة,2017-11-09 20:16:16+00:00,بطلة حياتي قائدة نفسي فدائية في حب الوطن,المملكة العربية السعودية,164,ok,0,0,0,0,Neutral,انتخاب المملكه ممثله في هيئه الرقابه ومكافحه الفساد عضواً بمجلس الامناء للاكاديميه الدوليه لمكافحه الفساد,"['انتخاب', 'المملكه', 'ممثله', 'في', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'عضوا', 'بمجلس', 'الامناء', 'للاكاديميه', 'الدوليه', 'لمكافحه', 'الفساد']","انتخاب, المملكه, ممثله, هيئه, الرقابه, ومكافحه, الفساد, عضوا, بمجلس, الامناء, للاكاديميه, الدوليه, لمكافحه, الفساد",لمملكة العربية السعودية,Corruption,0,"Election, kingdom, representative, body, control, combing, corruption, member, council, secretaries, for amademia, international, to fight, corruption"
72,7,1511675056308604930,RT @nazaha_gov_sa: انتخاب المملكة ممثلة في #هيئة_الرقابة_ومكافحة_الفساد عضواً بمجلس الأمناء للأكاديمية الدولية لمكافحة الفساد (IACA). https…,164,0,Twitter for iPhone,2022-04-06 11:59:53+00:00,203277749,mfdosari,Mubarak Fahad♿️♿️♿️,2010-10-15 22:52:11+00:00,,Riyadh,164,ok,0,0,0,0,Neutral,انتخاب المملكه ممثله في هيئه الرقابه ومكافحه الفساد عضواً بمجلس الامناء للاكاديميه الدوليه لمكافحه الفساد,"['انتخاب', 'المملكه', 'ممثله', 'في', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'عضوا', 'بمجلس', 'الامناء', 'للاكاديميه', 'الدوليه', 'لمكافحه', 'الفساد']","انتخاب, المملكه, ممثله, هيئه, الرقابه, ومكافحه, الفساد, عضوا, بمجلس, الامناء, للاكاديميه, الدوليه, لمكافحه, الفساد",Riyadh,Corruption,0,"Election, kingdom, representative, body, control, combing, corruption, member, council, secretaries, for amademia, international, to fight, corruption"
70,5,1511702397718085632,RT @nazaha_gov_sa: انتخاب المملكة ممثلة في #هيئة_الرقابة_ومكافحة_الفساد عضواً بمجلس الأمناء للأكاديمية الدولية لمكافحة الفساد (IACA). https…,164,0,Twitter for Android,2022-04-06 13:48:32+00:00,747240910723907584,fisalam500,فيصل آل مساعد,2016-06-27 01:31:30+00:00,‏فِي انتظِار أيام حلوه تجبُر الخاطِر .,عنيزه,164,ok,0,0,0,0,Neutral,انتخاب المملكه ممثله في هيئه الرقابه ومكافحه الفساد عضواً بمجلس الامناء للاكاديميه الدوليه لمكافحه الفساد,"['انتخاب', 'المملكه', 'ممثله', 'في', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'عضوا', 'بمجلس', 'الامناء', 'للاكاديميه', 'الدوليه', 'لمكافحه', 'الفساد']","انتخاب, المملكه, ممثله, هيئه, الرقابه, ومكافحه, الفساد, عضوا, بمجلس, الامناء, للاكاديميه, الدوليه, لمكافحه, الفساد",عنيزه,Corruption,0,"Election, kingdom, representative, body, control, combing, corruption, member, council, secretaries, for amademia, international, to fight, corruption"
